Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Estimates Start After
Rwanda,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2021 Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014. Authorities are transitioning to GFSM 2014, with projections done on this basis Basis of recording: Expenditures are recorded on accrual basis, while revenues are recorded on cash basis. General government includes: Central Government; Valuation of public debt: Nominal value Instruments included in gross and net debt: Loans; Shares and Other Equity Primary domestic currency: Rwandan franc Data last updated: 08/2023",138.645,157.387,167.897,182.252,203.912,222.624,218.266,220.317,226.212,247.103,244.031,272.734,309.776,321.799,199.514,385.387,488.411,648.278,718.385,720,806,871,935,"1,150.00","1,372.00","1,636.00","1,831.00","2,226.00","2,833.00","3,225.00","3,571.00","4,133.00","4,702.00","5,057.00","5,623.00","6,150.00","6,845.00","7,694.00","8,298.00","9,305.00","9,596.00",2021
Samoa,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: FY2021/22 Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Start/end months of reporting year: July/June GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: Samoan tala Data last updated: 08/2023,0.116,0.123,0.147,0.175,0.206,0.237,0.251,0.263,0.287,0.321,0.42,0.423,0.475,0.509,0.4,0.597,0.635,0.716,0.788,0.786,0.843,0.936,1.004,1.083,1.195,1.326,1.425,1.539,1.74,1.759,1.726,1.776,1.779,1.823,1.85,1.998,2.206,2.244,2.254,2.39,2.344,2022
San Marino,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2022 Notes: Gross debt is defined as the sum of loans, bonds and net account payable. Fiscal assumptions: Share of GDP, share of consumption, elasticity with respect to GDP, elasticity with respect to consumption Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: The authorities have provided data for the central government, state-owned enterprises, and social security fund for 2004-2022. However not all series are updated to 2022 and not all data have been compiled in accordance with IMF standards. Basis of recording: Other General government includes: Central Government; Valuation of public debt: Current market value Instruments included in gross and net debt: Securities Other than Shares; Loans; Other Accounts Receivable/Payable; Monetary Gold and SDRs; Other Primary domestic currency: Euro Data last updated: 08/2023",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.859,0.94,1.041,1.091,1.183,1.215,1.293,1.379,1.436,1.521,1.597,1.634,1.48,1.419,1.303,1.249,1.264,1.26,1.279,1.327,1.353,1.402,1.444,1.352,2022
S„o TomÈ and PrÌncipe,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: Ministry of Finance or Treasury. Fuel tax revenue from Customs Department Latest actual data: 2020 Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Loans; Other Accounts Receivable/Payable; Monetary Gold and SDRs Primary domestic currency: S„o TomÈ and PrÌncipe dobra Data last updated: 08/2023,0.003,0.003,0.003,0.003,0.003,0.004,0.005,0.006,0.009,0.012,0.017,0.022,0.031,0.054,0.097,0.148,0.3,0.422,0.501,0.554,0.612,0.633,0.726,0.893,1.035,1.321,1.66,1.958,2.763,3.253,3.529,4.021,4.407,4.966,5.45,5.783,6.512,7.056,8.022,9.106,10.211,2020
Saudi Arabia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2022 Fiscal assumptions: The IMF staff's baseline fiscal projections are based primarily on its understanding of government policies as outlined in the 2022 budget. Export oil revenues are based on WEO baseline oil price assumptions and the IMF staff's understanding of current oil policy under the OPEC+ (Organization of the Petroleum Exporting Countries, including Russia and other non-OPEC oil exporters) agreement. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Cash General government includes: Central Government;. The country team submits Central Government data, not General Government. Valuation of public debt: Nominal value Instruments included in gross and net debt: Securities Other than Shares; Loans;. Net debt is gross debt (Loans and Securities) less government deposits at SAMA. Primary domestic currency: Saudi riyal Data last updated: 09/2023",547.381,623.368,525.333,446.289,421.557,376.318,322.021,320.931,330.518,357.063,440.526,495.176,513.395,497.965,506.23,536.82,594.191,621.532,550.408,606.44,710.681,690.515,711.023,809.277,970.284,"1,230.77","1,411.49","1,558.83","1,949.24","1,609.12","1,980.78","2,537.38","2,781.94","2,826.99","2,874.77","2,510.57","2,497.50","2,681.23","3,174.69","3,144.62","2,753.52",2022
Senegal,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2021 Fiscal assumptions: Based on WAEMU convergence criteria and DSA considerations. Fiscal accounts are shown in accordance with the 2001 GFS methodology. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: CFA franc Data last updated: 09/2023,916.484,"1,068.85","1,265.27","1,308.97","1,463.81","1,647.81","1,796.60","1,875.78","1,838.51","1,940.65","1,927.19","1,962.13","1,968.06","1,986.14","2,635.14","3,007.53","3,222.88","3,424.70","3,764.28","4,057.71","4,270.61","4,766.32","4,860.43","5,084.96","5,313.89","5,804.61","6,111.29","6,698.11","7,516.88","7,593.30","7,976.74","8,394.96","9,016.87","9,343.92","9,775.04","10,508.65","11,283.40","12,191.80","12,840.09","13,712.80","14,101.00",2021
Serbia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury. Ministry of Finance Latest actual data: 2022 Notes: Gross debt also includes accounts payable > 60 days and net debt only includes currency and deposits as government assets. Fiscal assumptions: Medium-term framework and monetary policy Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014. GFSM2014 data available since Oct 2021, with time series back to 2015.Coverage spans most of the fiscally relevant GG, but there are some omissions. Basis of recording: Cash General government includes: Central Government; State Government; Local Government; Social Security Funds; Other;. General government covers the following entities: Central government (Republican Budget, comprising direct budget users covering the three branches of government, President's office, ministries, parliament, judiciary, other budget agencies); Mandatory social insurance funds (Pension Insurance Fund, Health Insurance Fund, Unemployment Fund and Military Health Fund); Extrabudgetary funds (PE Roads of Serbia and Koridori Ltd); Indirect budget users of the Republic; Subnational governments (Autonomous province of Vojvodina; Local government - Cities and Municipalities; Indirect budget users of local governments). Excluded from the data coverage are some indirect budget users of the Republican budget and Local government. Valuation of public debt: Current market value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Insurance Technical Reserves; Financial Derivatives; Monetary Gold and SDRs; Other;. Recorded on a gross basis. Primary domestic currency: Serbian dinar Data last updated: 09/2023",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,151.807,195.179,226.101,434.319,867.238,"1,102.56","1,294.66","1,526.21","1,846.85","2,181.04","2,523.50","2,908.45","3,052.14","3,250.58","3,612.27","3,810.06","4,121.20","4,160.55","4,315.02","4,528.19","4,760.69","5,072.93","5,421.85","5,504.43",2022
Seychelles,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2021 Fiscal assumptions: Staff projections Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Change in presentation to reflect 2011 Budget classification and transition to GFS2001. Data prior to 2007 may not add up due to breaks in the GFS1986/2001 coverage. Basis of recording: Cash General government includes: Central Government; Social Security Funds;. Change in coverage of general government as of 2011 Budget and incorporation of budget dependent entities Valuation of public debt: Nominal value. Book value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans; Financial Derivatives; Other Accounts Receivable/Payable; Other Primary domestic currency: Seychelles rupee Data last updated: 09/2023,0.942,0.972,0.968,0.993,1.068,1.205,1.284,1.396,1.528,1.721,1.967,1.98,2.221,2.456,2.459,2.42,2.5,2.83,3.201,3.328,3.513,3.645,3.822,3.811,4.616,5.055,5.61,6.926,9.147,11.533,11.705,12.609,14.519,16.015,17.688,19.071,20.891,22.865,24.822,26.217,24.294,2021
Sierra Leone,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2022 Fiscal assumptions: Projections use the baseline forecasts from the real sector and prices for 2022 and the preliminary 2021 budget out-turn. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans; Monetary Gold and SDRs Primary domestic currency: Sierra Leonean leone Data last updated: 08/2023,1.786,2.113,2.539,3.36,5.175,8.939,21.148,38.972,61.017,103.107,142.462,336.516,483.809,618.113,766.005,951.348,"1,193.54","1,179.28","1,494.89","1,724.51","1,941.01","2,166.33","2,631.33","3,254.26","3,913.44","4,769.79","5,583.98","6,443.98","7,470.55","8,308.29","10,255.61","12,797.21","16,514.30","21,317.38","22,689.45","21,583.30","24,296.29","27,465.43","32,401.62","36,730.88","39,938.07",2022
Singapore,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: National Statistics Office. Data complemented with data from the Ministry of Finance or Treasury Latest actual data: FY2022/23 Notes: Government debt is issued to deepen the domestic market, to meet the investment needs of the Central Provident Fund, and to provide individuals a long-term savings option. Fiscal assumptions: FY2020 figures are based on budget execution. FY2021 projections are based on revised figures based on budget execution through the end of 2021. FY2022 projections are based on the initial budget of February 18, 2022. The IMF staff assumes gradual withdrawal of remaining pandemic-related measures and the implementation of various revenue measures announced in the FY2022 budget for the remainder of the projection period. These include (1) an increase in the Goods and Services Tax from 7 percent to 8 percent on January 1, 2023, and to 9 percent on January 1, 2024; (2) an increase in property taxes in 2023 for non-owner-occupied properties (from 10-20 percent to 12-36 percent) and for owner-occupied properties with an annual value in excess of $30,000 (from 4-16 percent to 6-32 percent); and (3) an increase of the carbon tax from S$5 a tonne to S$25 a tonne in 2024 and 2025 and S$45 a tonne in 2026 and 2027. Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t/t+1) = CY(t) Start/end months of reporting year: April/March GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Cash. Authorities use cash accounting. General government includes: Central Government;. There is no local government in Singapore and thus the general government only includes central government Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Shares and Other Equity Primary domestic currency: Singapore dollar Data last updated: 09/2023",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,72.499,80.135,88.194,101.635,110.451,128.393,137.885,149.87,141.388,150.607,168.827,159.976,167.268,174.628,198.306,218.012,243.928,277.849,270.009,295.477,335.614,356.03,371.483,388.186,405.113,426.433,450.102,479.817,513.524,513.502,488.986,2023
Slovak Republic,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Eurostat Latest actual data: 2022 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Fiscal assumptions: The fiscal projection is based on the 2022 Stability Program and takes into consideration of available data for 2022 Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans; Shares and Other Equity; Other Accounts Receivable/Payable; Monetary Gold and SDRs;. Our framework follows the Maastricht debt criteria. Primary domestic currency: Euro Data last updated: 09/2023",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13.971,16.834,19.768,22.033,24.456,26.688,28.584,31.661,34.366,37.33,41.48,46.175,50.486,56.361,63.163,68.59,64.096,68.765,71.786,73.649,74.493,76.355,80.126,81.265,84.67,89.875,94.428,93.442,2022
Slovenia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2022 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Fiscal assumptions: The fiscal projections are based on staff's macroeconomic framework and the authorities' budget and medium-term fiscal framework. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans; Other Primary domestic currency: Euro Data last updated: 09/2023",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.443,7.802,9.045,10.561,12.147,13.837,15.352,17.227,18.853,21.148,23.549,25.613,27.628,29.114,31.47,35.074,37.926,36.255,36.364,37.059,36.253,36.454,37.634,38.853,40.443,43.011,45.876,48.582,47.045,2022
Solomon Islands,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2022 Fiscal assumptions: Fiscal projections are based on the staff's assessment on the current fiscal situation and the authorities' fiscal policy. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Instruments included in gross and net debt: Loans Primary domestic currency: Solomon Islands dollar Data last updated: 08/2023,0.152,0.169,0.187,0.208,0.231,0.245,0.257,0.311,0.368,0.396,0.543,0.618,0.788,0.959,1.326,1.599,1.821,1.957,2.204,2.361,2.137,2.161,2.338,2.646,2.976,3.591,4.099,4.746,5.417,5.928,6.829,8.023,8.718,9.39,9.85,10.352,10.964,11.593,12.847,13.234,12.617,2022
Somalia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2022 Fiscal assumptions: IMF staff estimates Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: US dollar Data last updated: 09/2023,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.022,5.183,5.869,6.443,6.841,7.391,8.252,8.278,9.42,9.204,2022
South Africa,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2022 Notes: Gross debt does not include other accounts payable and refers to Central Government debt only. Net debt is calculated as gross debt minus government deposits. Fiscal assumptions: Fiscal assumptions are informed by the 2023 budget. Nontax revenue excludes transactions in financial assets and liabilities, as they involve primarily revenues associated with realized exchange rate valuation gains from the holding of foreign currency deposits, sale of assets, and conceptually similar items. Reporting in calendar year: Yes. Data are converted from FY to CY by a weighted average of two FYs: 0.75*FY(t/t+1)+0.25*FY(t-1/t)=CY(t) given that a fiscal year starts in April and ends in March. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; State Government; Social Security Funds; Other; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans Primary domestic currency: South African rand Data last updated: 09/2023",69.637,81.739,93.276,107.181,125.207,143.659,167.618,196.55,236.388,283.395,326.127,373.34,419.121,480.994,545.092,622.901,701.804,778.645,845.733,925.69,"1,053.14","1,165.94","1,360.68","1,490.40","1,652.43","1,837.00","2,057.59","2,346.65","2,611.63","2,794.23","3,055.61","3,327.05","3,566.39","3,868.63","4,133.87","4,420.79","4,759.56","5,078.19","5,363.19","5,625.21","5,567.97",2022
South Sudan,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury. Ministry of Finance, Commerce, Investment and Economic Planning Latest actual data: 2021 Fiscal assumptions: IMF Staff Estimates Reporting in calendar year: Yes Start/end months of reporting year: January/December. Authorities reports on fiscal year July to June GFS Manual used: Other Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Loans; Other Primary domestic currency: South Sudanese pound Data last updated: 09/2023",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,52.095,33.237,44.093,44.778,54.751,136.133,205.004,441.963,639.088,887.941,2021
Spain,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury. Eurostat Latest actual data: 2022 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Fiscal assumptions: Fiscal projections from 2023 onward assume energy support measures amounting to 1 percent of GDP in 2023. Projections for 2021-26 reflect disbursements under the EU Recovery and Resilience Facility. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: European System of Accounts (ESA) 2010 Basis of recording: Accrual General government includes: Central Government; State Government; Local Government; Social Security Funds; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans Primary domestic currency: Euro Data last updated: 09/2023",96.504,109.988,126.361,144.241,161.636,180.15,205.433,229.304,254.37,285.281,318.044,349.091,375.9,391.787,415.358,447.205,473.855,503.921,539.493,579.942,647.851,700.993,749.552,802.266,859.437,927.357,"1,003.82","1,075.54","1,109.54","1,069.32","1,072.71","1,063.76","1,031.10","1,020.68","1,032.61","1,078.09","1,114.42","1,162.49","1,203.86","1,245.51","1,119.01",2022
Sri Lanka,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2021 Fiscal assumptions: Fiscal projections are based on staff judgment. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans; Other;. Gross debt includes domestic securities, loans, overdrafts, and Central Bank advances owed by the central government; International Sovereign Bonds, external syndicated loans, and official project loans owed by the central government. Primary domestic currency: Sri Lankan rupee Data last updated: 09/2023",85.871,104.004,121.418,148.779,188.108,198.666,219.586,240.69,271.595,308.188,393.703,455.564,520.333,611.217,708.509,817.019,939.804,"1,089.25","1,245.51","1,353.15","1,538.72","1,721.95","1,935.44","2,155.98","2,473.47","2,901.65","3,476.47","4,233.60","5,217.85","5,720.16","6,629.67","7,491.16","8,989.30","9,938.39","10,775.31","11,566.99","12,812.97","14,387.32","15,351.93","15,910.98","15,671.54",2021
St. Kitts and Nevis,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2022 Notes: Government expenses in social benefits is included in expenses not elsewhere classified. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; State Government;. Debt corresponds to public sector (central government, local government and SOEs) Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans; Other Accounts Receivable/Payable Primary domestic currency: Eastern Caribbean dollar Data last updated: 09/2023",0.156,0.187,0.213,0.21,0.245,0.273,0.321,0.367,0.435,0.485,0.548,0.544,0.602,0.656,0.733,0.79,0.843,0.948,0.988,1.049,1.137,1.237,1.298,1.267,1.369,1.477,1.74,1.861,2.1,2.091,2.103,2.257,2.229,2.362,2.574,2.584,2.72,2.858,2.906,2.989,2.387,2022
St. Lucia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: FY2022/23 Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Start/end months of reporting year: April/March GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government;. Debt corresponds to nonfinancial public sector (central government and SOEs) Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans Primary domestic currency: Eastern Caribbean dollar Data last updated: 09/2023,0.474,0.515,0.502,0.566,0.698,0.805,0.941,1.05,1.198,1.376,1.587,1.696,1.826,1.867,1.959,2.076,2.14,2.223,2.397,2.495,2.489,2.413,2.487,2.718,2.925,3.154,3.465,3.658,3.834,3.822,4.021,4.256,4.357,4.543,4.763,4.921,5.133,5.439,5.593,5.677,4.332,2023
St. Vincent and the Grenadines,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2022 Fiscal assumptions: Discussions with the authorities and projections for growth and inflation Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. The authorities are using the GFS 1986. But the data was transformed to GFS 2001 format for WEO purpose. Basis of recording: Cash General government includes: Central Government;. Debt corresponds to nonfinancial public sector (central government and SOEs) Valuation of public debt: Nominal value Instruments included in gross and net debt: Securities Other than Shares; Loans Primary domestic currency: Eastern Caribbean dollar Data last updated: 09/2023,0.206,0.26,0.296,0.319,0.358,0.393,0.445,0.492,0.573,0.608,0.683,0.722,0.792,0.814,0.821,0.905,0.954,0.999,1.079,1.126,1.155,1.248,1.317,1.375,1.485,1.566,1.737,1.927,1.978,1.929,1.945,1.927,1.971,2.065,2.081,2.124,2.199,2.279,2.388,2.459,2.347,2022
Sudan,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2021 Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Mixed. Revenue - cash, Expenditure - adjusted cash (arrears of more than 90 days need to be recorded on accrual basis) General government includes: Central Government; Valuation of public debt: Nominal value Instruments included in gross and net debt: Securities Other than Shares; Loans;. The net debt data is unavailable. Primary domestic currency: Sudanese pound Data last updated: 09/2023",0.005,0.006,0.006,0.008,0.01,0.013,0.019,0.034,0.043,0.076,0.101,0.177,0.302,0.836,1.726,3.888,10.478,16.137,21.936,27.059,33.771,40.659,47.756,55.734,68.721,85.707,98.292,119.837,135.512,134.215,170.993,209.071,225.798,314.076,440.7,506.351,743.952,886.328,"1,361.93","2,031.10","5,183.01",2021
Suriname,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2021 Notes: Revenues and expenditures (subsidies) are adjusted upward by the amounts netted out by taxpayer companies for settling arrears from other SOEs. Fiscal assumptions: IMF staff projections Reporting in calendar year: Yes. Calendar year same as FY Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Mixed General government includes: Central Government; Valuation of public debt: Current market value Instruments included in gross and net debt: Gross debt includes loans and securities other than shares. Net debt is currently not compiled. Primary domestic currency: Surinamese dollar Data last updated: 09/2023,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.004,0.006,0.006,0.009,0.021,0.116,0.44,0.495,0.531,0.638,1.091,1.792,2.542,3.459,4.497,5.467,6.538,7.716,8.631,10.384,11.391,12.842,15.475,17.597,18.182,18.518,17.515,20.663,26.893,29.822,31.483,38.353,2021
Sweden,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2021 Notes: Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable Fiscal assumptions: Fiscal estimates are based on the authorities' budget projections, adjusted to reflect IMF's staff's macroeconomic forecasts. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Nominal value. Nominal Value debt valuation is consistent with Eurostat's definition Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans;. Net debt is defined as gross debt minus the asset holdings of currency and deposits, debt securities, and loans. Primary domestic currency: Swedish krona Data last updated: 09/2023",593.764,648.868,710.306,796.537,895.464,974.383,"1,065.92","1,153.90","1,261.48","1,396.98","1,538.29","1,646.15","1,649.47","1,657.50","1,767.22","1,906.77","1,956.43","2,047.27","2,152.91","2,264.49","2,408.15","2,503.73","2,598.34","2,703.55","2,830.19","2,931.09","3,121.67","3,320.28","3,412.25","3,341.17","3,573.58","3,727.91","3,743.09","3,822.67","3,992.73","4,260.47","4,415.03","4,625.09","4,828.31","5,049.62","5,038.54",2021
Switzerland,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2022 Fiscal assumptions: The projections assume that fiscal policy is adjusted as necessary to keep fiscal balances in line with the requirements of Switzerland's fiscal rules. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; State Government; Local Government; Social Security Funds; Other;. Other refers to Cantons. Valuation of public debt: Nominal value Primary domestic currency: Swiss franc Data last updated: 09/2023,205.217,220.248,233.26,240.388,257.057,272.655,286.161,296.875,315.136,340.494,369.392,385.748,393.409,401.921,412.012,417.412,420.467,427.808,439.543,446.88,471.566,483.857,482.436,487.747,501.559,520.546,553.823,589.217,614.042,602.57,623.8,635.559,643.611,654.816,665.799,667.789,677.576,684.716,709.732,717.293,695.828,2022
Syria,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2009 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Face value Primary domestic currency: Syrian pound Data last updated:,51.27,65.777,68.788,73.291,75.342,83.225,99.933,127.712,186.047,208.892,268.328,311.564,371.63,413.755,506.101,570.975,690.857,745.569,790.444,819.092,947.13,"1,010.15","1,118.11","1,074.16","1,266.89","1,506.44","1,726.40","2,020.84","2,448.06","2,520.71","2,791.78",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2009
